tweet,tweet_cleaning,tweet_casefolding,normalisasi,label,tokenize,stopword removal,steming_data
bapak Anies Baswedan itu ORANG PINTAR DI ATAS KERTAS Pendukung bapak Anies Baswedan juga ORANG PINTAR DI ATAS SEPTIC TANK,bapak Anies Baswedan itu ORANG PINTAR DI ATAS KERTAS Pendukung bapak Anies Baswedan juga ORANG PINTAR DI ATAS SEPTIC TANK,anies baswedan orang pintar kertas dukung anies baswedan orang pintar septic tank,anies baswedan orang pintar kertas dukung anies baswedan orang pintar septic tank,1,"['anies', 'baswedan', 'orang', 'pintar', 'kertas', 'dukung', 'anies', 'baswedan', 'orang', 'pintar', 'septic', 'tank']","['anies', 'baswedan', 'orang', 'pintar', 'kertas', 'dukung', 'anies', 'baswedan', 'orang', 'pintar', 'septic', 'tank']",anies baswedan orang pintar kertas dukung anies baswedan orang pintar septic tank
<hashtag> saya positf hamil ?? Yaelahh tolll - Kok narkoba :v,hashtag saya positf hamil Yaelahh tolll Kok narkoba v,hashtag positf hamil yaelahh tolll narkoba v,hashtag positf hamil yaelahh tolll narkoba v,1,"['hashtag', 'positf', 'hamil', 'yaelahh', 'tolll', 'narkoba', 'v']","['hashtag', 'positf', 'hamil', 'yaelahh', 'tolll', 'narkoba', 'v']",hashtag positf hamil yaelahh tolll narkoba v
Kemudian anda <username> bisa jadi the real negarawan yang rela berkorban demi kemajuan bangsa bukan menjadi dalang,Kemudian anda username bisa jadi the real negarawan yang rela berkorban demi kemajuan bangsa bukan menjadi dalang,username the real negarawan rela korban maju bangsa dalang,username the real negarawan rela korban maju bangsa dalang,1,"['username', 'the', 'real', 'negarawan', 'rela', 'korban', 'maju', 'bangsa', 'dalang']","['username', 'the', 'real', 'negarawan', 'rela', 'korban', 'maju', 'bangsa', 'dalang']",username the real negarawan rela korban maju bangsa dalang
Amien Rais menyebutnya sebagai partai Allah setiap saat ribut saling serang antar anggota parta i.. Partai apakah itu? ??,Amien Rais menyebutnya sebagai partai Allah setiap saat ribut saling serang antar anggota parta i Partai apakah itu,amien rais sebut partai allah ribut serang anggota parta i partai,amien rais sebut partai allah ribut serang anggota parta i partai,1,"['amien', 'rais', 'sebut', 'partai', 'allah', 'ribut', 'serang', 'anggota', 'parta', 'i', 'partai']","['amien', 'rais', 'partai', 'allah', 'ribut', 'serang', 'anggota', 'parta', 'i', 'partai']",amien rais partai allah ribut serang anggota parta i partai
Siapakah Kau dalam puisimu <username> jika itu Mbah Moen maka sembrono sekali,Siapakah Kau dalam puisimu username jika itu Mbah Moen maka sembrono sekali,kau puisi username mbah moen sembrono,kau puisi username mbah moen sembrono,1,"['kau', 'puisi', 'username', 'mbah', 'moen', 'sembrono']","['kau', 'puisi', 'username', 'mbah', 'moen', 'sembrono']",kau puisi username mbah moen sembrono
wow damai banget ya !! <hashtag> <hashtag> <hashtag>,wow damai banget ya hashtag hashtag hashtag,wow damai banget ya hashtag hashtag hashtag,wow damai banget ya hashtag hashtag hashtag,1,"['wow', 'damai', 'banget', 'ya', 'hashtag', 'hashtag', 'hashtag']","['wow', 'damai', 'banget', 'ya', 'hashtag', 'hashtag', 'hashtag']",wow damai banget ya hashtag hashtag hashtag
<hashtag> Hasil kerja 3 tahun <username> luar biasa.Soal banjir cuma Ahok yg paham. Anies teori melulu.,hashtag Hasil kerja 3 tahun username luar biasaSoal banjir cuma Ahok yg paham Anies teori melulu,hashtag hasil kerja 3 username biasasoal banjir ahok yg paham anies teori melulu,hashtag hasil kerja 3 username biasasoal banjir ahok yang paham anies teori melulu,1,"['hashtag', 'hasil', 'kerja', '3', 'username', 'biasasoal', 'banjir', 'ahok', 'yang', 'paham', 'anies', 'teori', 'melulu']","['hashtag', 'hasil', 'kerja', '3', 'username', 'biasasoal', 'banjir', 'ahok', 'paham', 'anies', 'teori', 'melulu']",hashtag hasil kerja 3 username biasasoal banjir ahok paham anies teori melulu
Capres 01 sudah membuktikan prestasinya sebagai bandar hoax nasional .,Capres 01 sudah membuktikan prestasinya sebagai bandar hoax nasional,capres 01 bukti prestasi bandar hoax nasional,capres 01 bukti prestasi bandar hoax nasional,1,"['capres', '01', 'bukti', 'prestasi', 'bandar', 'hoax', 'nasional']","['capres', '01', 'bukti', 'prestasi', 'bandar', 'hoax', 'nasional']",capres 01 bukti prestasi bandar hoax nasional
Saya <hashtag> untuk legowo dalam pilpres dan segera <hashtag> !!!!,Saya hashtag untuk legowo dalam pilpres dan segera hashtag,hashtag legowo pilpres hashtag,hashtag legowo pilpres hashtag,1,"['hashtag', 'legowo', 'pilpres', 'hashtag']","['hashtag', 'legowo', 'pilpres', 'hashtag']",hashtag legowo pilpres hashtag
sunggguh brani bung <username> ini menghina ulama ngaca boss anda siapa ? anda sudah benar apa blm ..,sunggguh brani bung username ini menghina ulama ngaca boss anda siapa anda sudah benar apa blm,sunggguh brani username hina ulama ngaca boss blm,sunggguh berani username hina ulama mengaca bos belum,1,"['sunggguh', 'berani', 'username', 'hina', 'ulama', 'mengaca', 'bos', 'belum']","['sunggguh', 'berani', 'username', 'hina', 'ulama', 'mengaca', 'bos']",sunggguh berani username hina ulama kaca bos
Kado terindah diawal tahun dari gubernur seiman <hashtag> <hashtag>,Kado terindah diawal tahun dari gubernur seiman hashtag hashtag,kado indah awal gubernur iman hashtag hashtag,kado indah awal gubernur iman hashtag hashtag,1,"['kado', 'indah', 'awal', 'gubernur', 'iman', 'hashtag', 'hashtag']","['kado', 'indah', 'gubernur', 'iman', 'hashtag', 'hashtag']",kado indah gubernur iman hashtag hashtag
<username> <username> partai anti korupsi ya? wkwkwkwk . tai kucing berbau busuk,username username partai anti korupsi ya wkwkwkwk tai kucing berbau busuk,username username partai anti korupsi ya wkwkwkwk tai kucing bau busuk,username username partai anti korupsi ya wkwkwkwk tahi kucing bau busuk,1,"['username', 'username', 'partai', 'anti', 'korupsi', 'ya', 'wkwkwkwk', 'tahi', 'kucing', 'bau', 'busuk']","['username', 'username', 'partai', 'anti', 'korupsi', 'ya', 'wkwkwkwk', 'tahi', 'kucing', 'bau', 'busuk']",username username partai anti korupsi ya wkwkwkwk tahi kucing bau busuk
Agama itu bukan politik dan bukan landasan untuk berperang BUKAN AGAMANYA YANG SALAH TAPI ORANGNYA <hashtag> <hashtag> <hashtag> <hashtag> <hashtag> <hashtag>,Agama itu bukan politik dan bukan landasan untuk berperang BUKAN AGAMANYA YANG SALAH TAPI ORANGNYA hashtag hashtag hashtag hashtag hashtag hashtag,agama politik landas perang agama salah orang hashtag hashtag hashtag hashtag hashtag hashtag,agama politik landas perang agama salah orang hashtag hashtag hashtag hashtag hashtag hashtag,1,"['agama', 'politik', 'landas', 'perang', 'agama', 'salah', 'orang', 'hashtag', 'hashtag', 'hashtag', 'hashtag', 'hashtag', 'hashtag']","['agama', 'politik', 'landas', 'perang', 'agama', 'salah', 'orang', 'hashtag', 'hashtag', 'hashtag', 'hashtag', 'hashtag', 'hashtag']",agama politik landas perang agama salah orang hashtag hashtag hashtag hashtag hashtag hashtag
Masa anis goblok gak mungkin lahh...kalu tukang bohong iyaaIsyarat okeTertawa berguling di lantaiTertawa berguling di lantai <hashtag>,Masa anis goblok gak mungkin lahhkalu tukang bohong iyaaIsyarat okeTertawa berguling di lantaiTertawa berguling di lantai hashtag,anis goblok gak lahhkalu tukang bohong iyaaisyarat oketertawa guling lantaitertawa guling lantai hashtag,anis goblok tidak lahhkalu tukang bohong iyaaisyarat oketertawa guling lantaitertawa guling lantai hashtag,1,"['anis', 'goblok', 'tidak', 'lahhkalu', 'tukang', 'bohong', 'iyaaisyarat', 'oketertawa', 'guling', 'lantaitertawa', 'guling', 'lantai', 'hashtag']","['anis', 'goblok', 'lahhkalu', 'tukang', 'bohong', 'iyaaisyarat', 'oketertawa', 'guling', 'lantaitertawa', 'guling', 'lantai', 'hashtag']",anis goblok lahhkalu tukang bohong iyaaisyarat oketertawa guling lantaitertawa guling lantai hashtag
Terima kasih atas kunjungannya bapak sandiuno maaf kami tetap jokowi Begitu teriak warga Wonogiri . :D :D :D <hashtag>,Terima kasih atas kunjungannya bapak sandiuno maaf kami tetap jokowi Begitu teriak warga Wonogiri D D D hashtag,terima kasih kunjung sandiuno maaf jokowi teriak warga wonogiri d d d hashtag,terima kasih kunjung sandiuno maaf jokowi teriak warga wonogiri di di di hashtag,1,"['terima', 'kasih', 'kunjung', 'sandiuno', 'maaf', 'jokowi', 'teriak', 'warga', 'wonogiri', 'di', 'di', 'di', 'hashtag']","['terima', 'kasih', 'kunjung', 'sandiuno', 'maaf', 'jokowi', 'teriak', 'warga', 'wonogiri', 'hashtag']",terima kasih kunjung sandiuno maaf jokowi teriak warga wonogiri hashtag
Ketika setelah semua kebaikan dan dukungan yang di berikan oleh sang Bapak lalu si CEO Anu mencoba menusuk dari belakang uninstallbukalapak !!!!,Ketika setelah semua kebaikan dan dukungan yang di berikan oleh sang Bapak lalu si CEO Anu mencoba menusuk dari belakang uninstallbukalapak,baik dukung sang si ceo anu coba tusuk uninstallbukalapak,baik dukung sang sih ceo anu coba tusuk uninstallbukalapak,1,"['baik', 'dukung', 'sang', 'sih', 'ceo', 'anu', 'coba', 'tusuk', 'uninstallbukalapak']","['dukung', 'sang', 'sih', 'ceo', 'anu', 'coba', 'tusuk', 'uninstallbukalapak']",dukung sang sih ceo anu coba tusuk uninstallbukalapak
pastikan anak berbudi pekerti yang baik masuk sekolah favorit . anak goblok masuk sekolah jelek saja . sudah goblok jangan ngerepotin ah <hashtag>,pastikan anak berbudi pekerti yang baik masuk sekolah favorit anak goblok masuk sekolah jelek saja sudah goblok jangan ngerepotin ah hashtag,pasti anak budi pekerti masuk sekolah favorit anak goblok masuk sekolah jelek goblok ngerepotin ah hashtag,pasti anak budi pekerti masuk sekolah favorit anak goblok masuk sekolah jelek goblok ngerepotin ah hashtag,1,"['pasti', 'anak', 'budi', 'pekerti', 'masuk', 'sekolah', 'favorit', 'anak', 'goblok', 'masuk', 'sekolah', 'jelek', 'goblok', 'ngerepotin', 'ah', 'hashtag']","['anak', 'budi', 'pekerti', 'masuk', 'sekolah', 'favorit', 'anak', 'goblok', 'masuk', 'sekolah', 'jelek', 'goblok', 'ngerepotin', 'ah', 'hashtag']",anak budi pekerti masuk sekolah favorit anak goblok masuk sekolah jelek goblok ngerepotin ah hashtag
<username> Welcome to indonesia dimana orang bakal buang otak demi pemes,username Welcome to indonesia dimana orang bakal buang otak demi pemes,username welcome to indonesia mana orang buang otak mes,username welcome tapi indonesia mana orang buang otak mes,1,"['username', 'welcome', 'tapi', 'indonesia', 'mana', 'orang', 'buang', 'otak', 'mes']","['username', 'welcome', 'indonesia', 'orang', 'buang', 'otak', 'mes']",username welcome indonesia orang buang otak mes
Welcome to Indonesia dimana masker jadi mangsa cari uang. Cari masker sensi 170/box butuh 1000 <hashtag>,Welcome to Indonesia dimana masker jadi mangsa cari uang Cari masker sensi 170box butuh 1000 hashtag,welcome to indonesia mana masker mangsa cari uang cari masker sensi 170box butuh 1000 hashtag,welcome tapi indonesia mana masker mangsa cari uang cari masker sensi 170box butuh 1000 hashtag,1,"['welcome', 'tapi', 'indonesia', 'mana', 'masker', 'mangsa', 'cari', 'uang', 'cari', 'masker', 'sensi', '170box', 'butuh', '1000', 'hashtag']","['welcome', 'indonesia', 'masker', 'mangsa', 'cari', 'uang', 'cari', 'masker', 'sensi', '170box', 'butuh', '1000', 'hashtag']",welcome indonesia masker mangsa cari uang cari masker sensi 170box butuh 1000 hashtag
Andre anggota dewan yang terhormat hasil karya menjebak kaum lemah seorang psk <hashtag>,Andre anggota dewan yang terhormat hasil karya menjebak kaum lemah seorang psk hashtag,andre anggota dewan hormat hasil karya jebak kaum lemah psk hashtag,andre anggota dewan hormat hasil karya jebak kaum lemah psk hashtag,1,"['andre', 'anggota', 'dewan', 'hormat', 'hasil', 'karya', 'jebak', 'kaum', 'lemah', 'psk', 'hashtag']","['andre', 'anggota', 'dewan', 'hormat', 'hasil', 'karya', 'jebak', 'kaum', 'lemah', 'psk', 'hashtag']",andre anggota dewan hormat hasil karya jebak kaum lemah psk hashtag
<username> <username> <username> padang itu surga yaa....tuhhh aceh yg disebut serambi mekkah nya indonesia sj kena azabÃ°Ã¿â„¢â€šngak usah bawa2 tuhan hanya utk menyungguhkan akhlak bejatmu om dre Ã°Ã¿â„¢Â,username username username padang itu surga yaatuhhh aceh yg disebut serambi mekkah nya indonesia sj kena azabÃÃââšngak usah bawa2 tuhan hanya utk menyungguhkan akhlak bejatmu om dre ÃÃâÂ,username username username padang surga yaatuhhh aceh yg serambi mek nya indonesia sj kena azab ngak bawa2 tuhan utk sungguh akhlak bejat om dre ,username username username padang surga yaatuhhh aceh yang serambi mek ya indonesia saja kena azab tidak tuhan untuk sungguh akhlak bejat om dre,1,"['username', 'username', 'username', 'padang', 'surga', 'yaatuhhh', 'aceh', 'yang', 'serambi', 'mek', 'ya', 'indonesia', 'saja', 'kena', 'azab', 'tidak', 'tuhan', 'untuk', 'sungguh', 'akhlak', 'bejat', 'om', 'dre']","['username', 'username', 'username', 'padang', 'surga', 'yaatuhhh', 'aceh', 'serambi', 'mek', 'ya', 'indonesia', 'kena', 'azab', 'tuhan', 'sungguh', 'akhlak', 'bejat', 'om', 'dre']",username username username padang surga yaatuhhh aceh serambi mek ya indonesia kena azab tuhan sungguh akhlak bejat om dre
<username> kalau anda tidak sekaya ardhi Bakrie jangan ngarep dapet seseorang secantik Nia Ramadhani,username kalau anda tidak sekaya ardhi Bakrie jangan ngarep dapet seseorang secantik Nia Ramadhani,username kaya ardhi bakrie ngarep dapet cantik nia ramadhani,username kayak ardhi bakrie mengharap dapat cantik nia ramadhani,1,"['username', 'kayak', 'ardhi', 'bakrie', 'mengharap', 'dapat', 'cantik', 'nia', 'ramadhani']","['username', 'kayak', 'ardhi', 'bakrie', 'mengharap', 'cantik', 'nia', 'ramadhani']",username kayak ardhi bakrie harap cantik nia ramadhani
Keren sekali tampilan monas saat ini .... <hashtag> <hashtag>,Keren sekali tampilan monas saat ini hashtag hashtag,keren tampil monas hashtag hashtag,keren tampil monas hashtag hashtag,1,"['keren', 'tampil', 'monas', 'hashtag', 'hashtag']","['keren', 'tampil', 'monas', 'hashtag', 'hashtag']",keren tampil monas hashtag hashtag
Aku seneng banget kalau ada yang lebih goblok dari aku:),Aku seneng banget kalau ada yang lebih goblok dari aku,neng banget goblok,neng banget goblok,1,"['neng', 'banget', 'goblok']","['neng', 'banget', 'goblok']",neng banget goblok
Selamat ulang tahun bagi negara KHUSUS ISLAM Indonesia . Semoga ke depannya bisa semakin menyudutkan rakyat non-muslim,Selamat ulang tahun bagi negara KHUSUS ISLAM Indonesia Semoga ke depannya bisa semakin menyudutkan rakyat nonmuslim,selamat ulang negara khusus islam indonesia moga depan sudut rakyat nonmuslim,selamat ulang negara khusus islam indonesia moga depan sudut rakyat nonmuslim,1,"['selamat', 'ulang', 'negara', 'khusus', 'islam', 'indonesia', 'moga', 'depan', 'sudut', 'rakyat', 'nonmuslim']","['selamat', 'ulang', 'negara', 'khusus', 'islam', 'indonesia', 'moga', 'sudut', 'rakyat', 'nonmuslim']",selamat ulang negara khusus islam indonesia moga sudut rakyat nonmuslim
Bapak <username> mau jadi presiden ?? <hashtag>,Bapak username mau jadi presiden hashtag,username presiden hashtag,username presiden hashtag,1,"['username', 'presiden', 'hashtag']","['username', 'presiden', 'hashtag']",username presiden hashtag
Nech baru hebat ! Khayalanya Raja Keraton Agung Sejagat Mengklaim Memiliki Wilayah Kekuasaan Seluruh Negara di Dunia,Nech baru hebat Khayalanya Raja Keraton Agung Sejagat Mengklaim Memiliki Wilayah Kekuasaan Seluruh Negara di Dunia,nech hebat khayalanya raja keraton agung jagat klaim milik wilayah kuasa negara dunia,nech hebat khayalanya raja keraton agung jagat klaim milik wilayah kuasa negara dunia,1,"['nech', 'hebat', 'khayalanya', 'raja', 'keraton', 'agung', 'jagat', 'klaim', 'milik', 'wilayah', 'kuasa', 'negara', 'dunia']","['nech', 'hebat', 'khayalanya', 'raja', 'keraton', 'agung', 'jagat', 'klaim', 'milik', 'wilayah', 'kuasa', 'negara', 'dunia']",nech hebat khayalanya raja keraton agung jagat klaim milik wilayah kuasa negara dunia
Buat para istri sempatkan memandangi wajah suamimu saat ia terlelap tidur . Lihatlah wajah yang mulai muncul garis-garis halus matanya yang sendu . Bayangkan betapa lelahnya ia yang sepanjang hari menekuri timlen tiada henti . Debat copras capres sampai lupa istri :D,Buat para istri sempatkan memandangi wajah suamimu saat ia terlelap tidur Lihatlah wajah yang mulai muncul garisgaris halus matanya yang sendu Bayangkan betapa lelahnya ia yang sepanjang hari menekuri timlen tiada henti Debat copras capres sampai lupa istri D,istri sempat pandang wajah suami lelap tidur lihat wajah muncul garisgaris halus mata sendu bayang betapa lelah tekur timlen tiada henti debat copras capres lupa istri d,istri sempat pandang wajah suami lelap tidur lihat wajah muncul garisgaris halus mata sendu bayang betapa lelah tekur timlen tiada henti debat copras capres lupa istri di,1,"['istri', 'sempat', 'pandang', 'wajah', 'suami', 'lelap', 'tidur', 'lihat', 'wajah', 'muncul', 'garisgaris', 'halus', 'mata', 'sendu', 'bayang', 'betapa', 'lelah', 'tekur', 'timlen', 'tiada', 'henti', 'debat', 'copras', 'capres', 'lupa', 'istri', 'di']","['istri', 'pandang', 'wajah', 'suami', 'lelap', 'tidur', 'lihat', 'wajah', 'muncul', 'garisgaris', 'halus', 'mata', 'sendu', 'bayang', 'betapa', 'lelah', 'tekur', 'timlen', 'tiada', 'henti', 'debat', 'copras', 'capres', 'lupa', 'istri']",istri pandang wajah suami lelap tidur lihat wajah muncul garisgaris halus mata sendu bayang betapa lelah tekur timlen tiada henti debat copras capres lupa istri
Sungguh mulia sekali kader Partai Allah ini :) Setelah bagi2 kursi apalagi? Giveaway tiket surga?,Sungguh mulia sekali kader Partai Allah ini Setelah bagi2 kursi apalagi Giveaway tiket surga,sungguh mulia kader partai allah bagi2 kursi giveaway tiket surga,sungguh mulia kader partai allah kursi giveaway tiket surga,1,"['sungguh', 'mulia', 'kader', 'partai', 'allah', 'kursi', 'giveaway', 'tiket', 'surga']","['sungguh', 'mulia', 'kader', 'partai', 'allah', 'kursi', 'giveaway', 'tiket', 'surga']",sungguh mulia kader partai allah kursi giveaway tiket surga
Semua politisi sepertinya sama saja . Sama-sama cari kepentingan .,Semua politisi sepertinya sama saja Samasama cari kepentingan,politis samasama cari penting,politis samasama cari penting,1,"['politis', 'samasama', 'cari', 'penting']","['politis', 'samasama', 'cari']",politis samasama cari
Unicorn negara maju membayar sejumlah kontribusi untuk R&D . BL kasih apa?,Unicorn negara maju membayar sejumlah kontribusi untuk RD BL kasih apa,unicorn negara maju bayar kontribusi rd bl kasih,unicorn negara maju bayar kontribusi rd bl kasih,1,"['unicorn', 'negara', 'maju', 'bayar', 'kontribusi', 'rd', 'bl', 'kasih']","['unicorn', 'negara', 'maju', 'bayar', 'kontribusi', 'rd', 'bl', 'kasih']",unicorn negara maju bayar kontribusi rd bl kasih
Lihat Kondisi Monas Sekarang..!! Mw bilang semakin Bagus ..?? GBLK anda jangan kebangetan <hashtag>,Lihat Kondisi Monas Sekarang Mw bilang semakin Bagus GBLK anda jangan kebangetan hashtag,lihat kondisi monas mw bilang bagus gblk banget hashtag,lihat kondisi monas mau bilang bagus gblk banget hashtag,1,"['lihat', 'kondisi', 'monas', 'mau', 'bilang', 'bagus', 'gblk', 'banget', 'hashtag']","['lihat', 'kondisi', 'monas', 'bilang', 'bagus', 'gblk', 'banget', 'hashtag']",lihat kondisi monas bilang bagus gblk banget hashtag
Titel sarjana tapi otak ky ank tk . Dasar <hashtag>,Titel sarjana tapi otak ky ank tk Dasar hashtag,titel sarjana otak ky ank tk dasar hashtag,titel sarjana otak kaya anak tak dasar hashtag,1,"['titel', 'sarjana', 'otak', 'kaya', 'anak', 'tak', 'dasar', 'hashtag']","['titel', 'sarjana', 'otak', 'kaya', 'anak', 'dasar', 'hashtag']",titel sarjana otak kaya anak dasar hashtag
Alhamdulillah terimakasih ya Allah masyarakat melihat siapa kandidat yang berpotensi memalukan :D :D <hashtag> <hashtag>,Alhamdulillah terimakasih ya Allah masyarakat melihat siapa kandidat yang berpotensi memalukan D D hashtag hashtag,alhamdulillah terimakasih ya allah masyarakat kandidat potensi malu d d hashtag hashtag,alhamdulillah terimakasih ya allah masyarakat kandidat potensi malu di di hashtag hashtag,1,"['alhamdulillah', 'terimakasih', 'ya', 'allah', 'masyarakat', 'kandidat', 'potensi', 'malu', 'di', 'di', 'hashtag', 'hashtag']","['alhamdulillah', 'terimakasih', 'ya', 'allah', 'masyarakat', 'kandidat', 'potensi', 'malu', 'hashtag', 'hashtag']",alhamdulillah terimakasih ya allah masyarakat kandidat potensi malu hashtag hashtag
Alhamdulillah... <hashtag> dibawah pimpinan <hashtag>,Alhamdulillah hashtag dibawah pimpinan hashtag,alhamdulillah hashtag bawah pimpin hashtag,alhamdulillah hashtag bawah pimpin hashtag,1,"['alhamdulillah', 'hashtag', 'bawah', 'pimpin', 'hashtag']","['alhamdulillah', 'hashtag', 'pimpin', 'hashtag']",alhamdulillah hashtag pimpin hashtag
Keren gubernurnya Jakarta menjadi lautan !!salam seiman <username> Bawesdan,Keren gubernurnya Jakarta menjadi lautan salam seiman username Bawesdan,keren gubernur jakarta laut salam iman username bawesdan,keren gubernur jakarta laut salam iman username bawesdan,1,"['keren', 'gubernur', 'jakarta', 'laut', 'salam', 'iman', 'username', 'bawesdan']","['keren', 'gubernur', 'jakarta', 'laut', 'salam', 'iman', 'username', 'bawesdan']",keren gubernur jakarta laut salam iman username bawesdan
alhamdulilah kabar apik bang monggo silahkan lanjut <hashtag>,alhamdulilah kabar apik bang monggo silahkan lanjut hashtag,alhamdulilah kabar apik bang monggo silah hashtag,alhamdulilah kabar apik abang monggo silah hashtag,1,"['alhamdulilah', 'kabar', 'apik', 'abang', 'monggo', 'silah', 'hashtag']","['alhamdulilah', 'kabar', 'apik', 'abang', 'monggo', 'silah', 'hashtag']",alhamdulilah kabar apik abang monggo silah hashtag
merasa bodoh itu manusiawi <hashtag>,merasa bodoh itu manusiawi hashtag,bodoh manusiawi hashtag,bodoh manusiawi hashtag,1,"['bodoh', 'manusiawi', 'hashtag']","['bodoh', 'manusiawi', 'hashtag']",bodoh manusiawi hashtag
Alhamdulillah gubernur nya bukan dia (ahok) ngomongan saja tidak dijaga omongannya amburadul apalagi kerja nya . Gubernur bapak anies top,Alhamdulillah gubernur nya bukan dia ahok ngomongan saja tidak dijaga omongannya amburadul apalagi kerja nya Gubernur bapak anies top,alhamdulillah gubernur nya ahok ngomongan jaga omong amburadul kerja nya gubernur anies top,alhamdulillah gubernur ya ahok ngomongan jaga omong amburadul kerja ya gubernur anies top,1,"['alhamdulillah', 'gubernur', 'ya', 'ahok', 'ngomongan', 'jaga', 'omong', 'amburadul', 'kerja', 'ya', 'gubernur', 'anies', 'top']","['alhamdulillah', 'gubernur', 'ya', 'ahok', 'ngomongan', 'jaga', 'omong', 'amburadul', 'kerja', 'ya', 'gubernur', 'anies', 'top']",alhamdulillah gubernur ya ahok ngomongan jaga omong amburadul kerja ya gubernur anies top
JumatanKarenaUndangan lucu sih wkwkwk jd minggu depan tidak jumatan lagi dong ya? wkwk,JumatanKarenaUndangan lucu sih wkwkwk jd minggu depan tidak jumatan lagi dong ya wkwk,jumatankarenaundangan lucu sih wkwkwk jd minggu jumat ya wkwk,jumatankarenaundangan lucu sih wkwkwk jadi minggu jumat ya wkwk,1,"['jumatankarenaundangan', 'lucu', 'sih', 'wkwkwk', 'jadi', 'minggu', 'jumat', 'ya', 'wkwk']","['jumatankarenaundangan', 'lucu', 'sih', 'wkwkwk', 'minggu', 'jumat', 'ya', 'wkwk']",jumatankarenaundangan lucu sih wkwkwk minggu jumat ya wkwk
film keluarga cendana ini ternyata bercerita tentang keluarga kaya yang jatuh bapet . baru tahu ..,film keluarga cendana ini ternyata bercerita tentang keluarga kaya yang jatuh bapet baru tahu,film keluarga cendana cerita keluarga kaya jatuh bapet,film keluarga cendana cerita keluarga kayak jatuh bapet,1,"['film', 'keluarga', 'cendana', 'cerita', 'keluarga', 'kayak', 'jatuh', 'bapet']","['film', 'keluarga', 'cendana', 'cerita', 'keluarga', 'kayak', 'jatuh', 'bapet']",film keluarga cendana cerita keluarga kayak jatuh bapet
Yeap ..... karya besar anies di awal tahun membuat kota Jakarta tenggelam,Yeap karya besar anies di awal tahun membuat kota Jakarta tenggelam,yeap karya anies kota jakarta tenggelam,yeap karya anies kota jakarta tenggelam,1,"['yeap', 'karya', 'anies', 'kota', 'jakarta', 'tenggelam']","['yeap', 'karya', 'anies', 'kota', 'jakarta', 'tenggelam']",yeap karya anies kota jakarta tenggelam
Assalamualaikum Alhamdulillah Jakarta bebas macet siang ini soalnya kami naik karpet terbang (^0_0^),Assalamualaikum Alhamdulillah Jakarta bebas macet siang ini soalnya kami naik karpet terbang 0_0,assalamualaikum alhamdulillah jakarta bebas macet siang karpet terbang 0 0,assalamualaikum alhamdulillah jakarta bebas macet siang karpet terbang 0 0,1,"['assalamualaikum', 'alhamdulillah', 'jakarta', 'bebas', 'macet', 'siang', 'karpet', 'terbang', '0', '0']","['assalamualaikum', 'alhamdulillah', 'jakarta', 'bebas', 'macet', 'siang', 'karpet', 'terbang', '0', '0']",assalamualaikum alhamdulillah jakarta bebas macet siang karpet terbang 0 0
Jaenudin nanti mau dikenang sebagai apa? Presiden amatiran? <hashtag>,Jaenudin nanti mau dikenang sebagai apa Presiden amatiran hashtag,jaenudin kenang presiden amatir hashtag,jaenudin kenang presiden amatir hashtag,1,"['jaenudin', 'kenang', 'presiden', 'amatir', 'hashtag']","['jaenudin', 'kenang', 'presiden', 'amatir', 'hashtag']",jaenudin kenang presiden amatir hashtag
Dulu waktu menggugat hasil Pilpres 2014 juga dilakukan hari terakhir . Gembar-gembornya akan bawa 10 truk kontainer bukti kecurangan ternyata 1 trukpun tidak pernah muncul . OMONG KOSONG ! Berpikir BESAR kemudian beraksi . Melawak . Ngibul . ???? <hashtag> pic .twitter .com/Lua04NiUY5,Dulu waktu menggugat hasil Pilpres 2014 juga dilakukan hari terakhir Gembargembornya akan bawa 10 truk kontainer bukti kecurangan ternyata 1 trukpun tidak pernah muncul OMONG KOSONG Berpikir BESAR kemudian beraksi Melawak Ngibul hashtag pic twitter comLua04NiUY5,gugat hasil pilpres 2014 gembargembornya bawa 10 truk kontainer bukti curang 1 truk muncul omong kosong pikir aksi lawak ngibul hashtag pic twitter comlua04niuy5,gugat hasil pilpres 2014 gembargembornya bawa 10 truk kontainer bukti curang 1 truk muncul omong kosong pikir aksi lawak ngibul hashtag pic twitter comlua04niuy5,1,"['gugat', 'hasil', 'pilpres', '2014', 'gembargembornya', 'bawa', '10', 'truk', 'kontainer', 'bukti', 'curang', '1', 'truk', 'muncul', 'omong', 'kosong', 'pikir', 'aksi', 'lawak', 'ngibul', 'hashtag', 'pic', 'twitter', 'comlua04niuy5']","['gugat', 'hasil', 'pilpres', '2014', 'gembargembornya', 'bawa', '10', 'truk', 'kontainer', 'bukti', 'curang', '1', 'truk', 'muncul', 'omong', 'kosong', 'pikir', 'aksi', 'lawak', 'ngibul', 'hashtag', 'pic', 'twitter', 'comlua04niuy5']",gugat hasil pilpres 2014 gembargembornya bawa 10 truk kontainer bukti curang 1 truk muncul omong kosong pikir aksi lawak ngibul hashtag pic twitter comlua04niuy5
